Date,Amount,Account Number,,Transaction Type,Transaction Details,Balance,Category,Merchant Name
16 May 25,-77.50,Card ending 0299, ,CREDIT CARD PURCHASE,MAITA CAULFIELD,-6167.50,Groceries,Maita
15 May 25,-49.92,Card ending 0570, ,CREDIT CARD PURCHASE,UNITED KINGSWAY SOUTH MELBOUR,-6090.00,Fuel,United Petroleum (Kings Way)
15 May 25,-45.00,Card ending 0570, ,CREDIT CARD PURCHASE,VODAFONE AUSTRALIA NORTH SYDNEY,-6040.08,Phone & internet,Vodafone
15 May 25,-14.63,Card ending 0570, ,CREDIT CARD PURCHASE,ZLR*Obento Melbourne Ce Melbourne,-5995.08,Restaurants & takeaway,O-Bento (Melbourne Central Shopping Centre)
15 May 25,-14.22,Card ending 0299, ,CREDIT CARD PURCHASE,ALDI STORES - CAULFIEL CAULFIELD SOU,-5980.45,Groceries,ALDI (Caulfield South)
15 May 25,-10.00,Card ending 0570, ,CREDIT CARD PURCHASE,KFC AU Ormond Ormond,-5966.23,Restaurants & takeaway,KFC (Ormond)
15 May 25,-10.00,Card ending 0299, ,CREDIT CARD PURCHASE,KFC AU Ormond Ormond,-5956.23,Restaurants & takeaway,KFC (Ormond)
14 May 25,-2.00,Card ending 0570, ,CREDIT CARD PURCHASE,COLES 0602 MELBOURNE,-5946.23,Groceries,Coles (Melbourne Central)
13 May 25,-26.15,Card ending 0570, ,CREDIT CARD PURCHASE,WW METRO/371-377 HAWTHORNCAULFIELD SOU,-5944.23,Groceries,Woolworths Metro (Caulfield South)
13 May 25,-83.90,Card ending 0299, ,CREDIT CARD PURCHASE,DODO SERVICES PTY LTD MELBOURNE,-5918.08,Phone & internet,Dodo
12 May 25,-45.72,Card ending 0299, ,CREDIT CARD PURCHASE,ALDI STORES - WEST MEL WEST MELBOURN,-5834.18,Groceries,ALDI (West Melbourne)
12 May 25,-13.02,Card ending 0570, ,CREDIT CARD PURCHASE,ZLR*Obento Melbourne Ce Melbourne,-5788.46,Restaurants & takeaway,O-Bento (Melbourne Central Shopping Centre)
12 May 25,-11.99,Card ending 0299, ,CREDIT CARD PURCHASE,SUBWAY MELBOURNE 47812 MELBOURNE,-5775.44,Restaurants & takeaway,Subway (Bourke St Melbourne)
12 May 25,-73.18,Card ending 0299, ,CREDIT CARD PURCHASE,CHILLI CHILA XIANG QI QI CAULFIELD EAS,-5763.45,Uncategorised,
09 May 25,-9.90,Card ending 0570, ,CREDIT CARD PURCHASE,TAOBAO.COM 125 LONDON WA,-5690.27,Other shopping,Taobao
09 May 25,-7.95,Card ending 0570, ,CREDIT CARD PURCHASE,KFC AU Melbourne Central Melbourne Cen,-5680.37,Restaurants & takeaway,KFC (Melbourne Central Food Court)
09 May 25,-0.44,Card ending 0570, ,CREDIT CARD PURCHASE,COLES 0602 MELBOURNE,-5672.42,Groceries,Coles (Melbourne Central)
09 May 25,-35.00,Card ending 0299, ,CREDIT CARD PURCHASE,PAYPAL *FELIXMOBILE 4029357733,-5671.98,Phone & internet,Felix Mobile
08 May 25,-15.50,Card ending 0570, ,CREDIT CARD PURCHASE,SUBWAY SWANSTON STREET MELBOURNE,-5636.98,Restaurants & takeaway,Subway
08 May 25,-11.99,Card ending 0299, ,CREDIT CARD PURCHASE,SUBWAY MELBOURNE 47812 MELBOURNE,-5621.48,Restaurants & takeaway,Subway (Bourke St Melbourne)
07 May 25,-35.00,Card ending 0570, ,CREDIT CARD PURCHASE,OPTUS PREPAID MELBOURNE,-5609.49,Phone & internet,Optus
07 May 25,-20.00,Card ending 0570, ,CREDIT CARD PURCHASE,TAOBAO.COM 125 LONDON WA,-5574.49,Other shopping,Taobao
07 May 25,-125.75,Card ending 0299, ,CREDIT CARD PURCHASE,THE FOODIE SUPPLY SUPER HUGHESDALE,-5554.49,Groceries,The Foodie Supply
05 May 25,-39.85,Card ending 0570, ,CREDIT CARD PURCHASE,ALDI STORES - CAULFIEL CAULFIELD SOU,-5428.74,Groceries,ALDI (Caulfield South)
05 May 25,-26.10,Card ending 0299, ,CREDIT CARD PURCHASE,DON DON 3 PTY LTD SOUTH MELBOUR,-5388.89,Restaurants & takeaway,Don Don Japanese Food
05 May 25,-25.00,Card ending 0570, ,CREDIT CARD PURCHASE,DATANG INTERNATIONAL GLEN HUNTLY,-5362.79,Alcohol,Highgate Cellars
05 May 25,-14.99,Card ending 0570, ,CREDIT CARD PURCHASE,CHEMIST WAREHOUSE MELBOURNE,-5337.79,Medical,Chemist Warehouse (Melbourne)
05 May 25,-11.99,Card ending 0299, ,CREDIT CARD PURCHASE,SUBWAY MELBOURNE 47812 MELBOURNE,-5322.80,Restaurants & takeaway,Subway (Bourke St Melbourne)
05 May 25,-80.75,Card ending 0570, ,CREDIT CARD PURCHASE,OFFICEWORKS 0345 CARNEGIE,-5310.81,Other shopping,Officeworks (Carnegie)
05 May 25,-63.69,Card ending 0299, ,CREDIT CARD PURCHASE,THE FOODIE SUPPLY SUPER HUGHESDALE,-5230.06,Groceries,The Foodie Supply
05 May 25,1855.92,Card ending 0299, ,CREDIT CARD PAYMENT,DIRECT DEBIT PAYMENT,-5166.37,Internal transfers,
02 May 25,-5.20,Card ending 0570, ,CREDIT CARD PURCHASE,SHENG AO PTY LTD SOUTH MELBOUR,-7022.29,Groceries,Food Puzzle Asian Grocery
02 May 25,-49.99,Card ending 0570, ,CREDIT CARD PURCHASE,UNITED KINGSWAY SOUTH MELBOUR,-7017.09,Fuel,United Petroleum (Kings Way)
01 May 25,-0.50,Card ending 0299, ,CREDIT CARD PURCHASE,MCDONALDS BOURKE ST W MELBOURNE,-6967.10,Restaurants & takeaway,"McDonald's (Bourke St, Melbourne)"
01 May 25,-43.13,Card ending 0299, ,CREDIT CARD PURCHASE,ALDI STORES - CAULFIEL CAULFIELD SOU,-6966.60,Groceries,ALDI (Caulfield South)
01 May 25,-18.94,Card ending 0299, ,CREDIT CARD PURCHASE,MCDONALDS BOURKE ST W MELBOURNE,-6923.47,Restaurants & takeaway,"McDonald's (Bourke St, Melbourne)"
30 Apr 25,-6.00,Card ending 0570, ,CREDIT CARD PURCHASE,McDonalds 951358 MELBOURNE,-6904.53,Restaurants & takeaway,McDonald's (Melbourne Central Upper)
30 Apr 25,-26.16,Card ending 0570, ,CREDIT CARD PURCHASE,SMP*Kebab Den 87 Malvern East,-6898.53,Uncategorised,
29 Apr 25,-68.50,Card ending 0570, ,CREDIT CARD PURCHASE,MAITA CAULFIELD,-6872.37,Groceries,Maita
29 Apr 25,-15.64,Card ending 0570, ,CREDIT CARD PURCHASE,ZLR*Obento Melbourne Ce Melbourne,-6803.87,Restaurants & takeaway,O-Bento (Melbourne Central Shopping Centre)
28 Apr 25,-311.39,Card ending 0570, ,CREDIT CARD PURCHASE,APEX NZ - AUCKLAND CITY AUCKLAND,-6788.23,Uncategorised,
28 Apr 25,-110.74,Card ending 0299, ,CREDIT CARD PURCHASE,HUTCHINSONEFTPOSDANNEMORAAUCKLAND,-6476.84,Uncategorised,
28 Apr 25,-100.43,Card ending 0570, ,CREDIT CARD PURCHASE,MOBIL QUEENSTOWN QUEENSTOWN,-6366.10,Fuel,Mobil Oil
28 Apr 25,-89.72,Card ending 0570, ,CREDIT CARD PURCHASE,SKYCITY - TOWER TICKETS AUCKLAND,-6265.67,Attractions & events,SKY CITY-TOWER TICKETS AUCKLAND
28 Apr 25,-75.08,Card ending 0570, ,CREDIT CARD PURCHASE,Caltex Newton Newton,-6175.95,Uncategorised,
28 Apr 25,-71.60,Card ending 0570, ,CREDIT CARD PURCHASE,UBER *TRIP HELP.UBER.COM Sydney,-6100.87,Taxis & ride shares,Uber
28 Apr 25,-52.63,Card ending 0570, ,CREDIT CARD PURCHASE,UBER* TRIP UBER.COM,-6029.27,Taxis & ride shares,Uber
28 Apr 25,-34.63,Card ending 0570, ,CREDIT CARD PURCHASE,Caltex Newton Newton,-5976.64,Uncategorised,
28 Apr 25,-33.51,Card ending 0570, ,CREDIT CARD PURCHASE,KUNG FU FRIED CHICKE AUCKLAND,-5942.01,Uncategorised,
28 Apr 25,-30.00,Card ending 0570, ,CREDIT CARD PURCHASE,AIR NEW ZEALAND - ONLINE SYDNEY,-5908.50,Flights,Air New Zealand (Sydney Airport)
28 Apr 25,-19.09,Card ending 0570, ,CREDIT CARD PURCHASE,SKYCITY THE LOOKOUT AUCKLAND,-5878.50,Gambling,
28 Apr 25,-18.35,Card ending 0570, ,CREDIT CARD PURCHASE,BFC CHICKEN AUCKLAND,-5859.41,Uncategorised,
28 Apr 25,-16.41,Card ending 0299, ,CREDIT CARD PURCHASE,MCDONALDS QUEEN ST AUCKLAND,-5841.06,Uncategorised,
28 Apr 25,-14.55,Card ending 0570, ,CREDIT CARD PURCHASE,WILSON PARKING AUCKLAND,-5824.65,Parking & tolls,Wilson Parking
28 Apr 25,-13.31,Card ending 0570, ,CREDIT CARD PURCHASE,MCDONALDS QUEEN ST AUCKLAND,-5810.10,Uncategorised,
28 Apr 25,-11.38,Card ending 0299, ,CREDIT CARD PURCHASE,YUMMY JIANBING AUCKLAND,-5796.79,Uncategorised,
28 Apr 25,-9.66,Card ending 0570, ,CREDIT CARD PURCHASE,Kiwi Fish & Chips Auckland Cent,-5785.41,Uncategorised,
28 Apr 25,-9.39,Card ending 0570, ,CREDIT CARD PURCHASE,KIWI DISCOVERY AUCKLAND,-5775.75,Attractions & events,Kiwi Discovery
28 Apr 25,-9.28,Card ending 0570, ,CREDIT CARD PURCHASE,TOP MILK TEA AUCKLAND,-5766.36,Uncategorised,
28 Apr 25,-9.11,Card ending 0570, ,CREDIT CARD PURCHASE,UBER* TRIP UBER.COM,-5757.08,Taxis & ride shares,Uber
28 Apr 25,-8.28,Card ending 0570, ,CREDIT CARD PURCHASE,WOOLWORTHS NZ/19-25 VICTOAUCKLANDMETRO,-5747.97,Groceries,
28 Apr 25,-7.65,Card ending 0570, ,CREDIT CARD PURCHASE,YUAN TASTE CAKE AUCKLAND,-5739.69,Uncategorised,
28 Apr 25,-3.85,Card ending 0299, ,CREDIT CARD PURCHASE,E Force Auckland Cent,-5732.04,Uncategorised,
28 Apr 25,1386.92,Card ending 0570, ,CREDIT CARD REFUND,NZONE SKYDIVE QUEENSTOWN,-5728.19,Refund,NZONE SKYDIVE QUEENSTOWN
24 Apr 25,-13.14,Card ending 0570, ,CREDIT CARD PURCHASE,KMART QUEENSTOWN,-7115.11,Other shopping,Kmart Queenstown
24 Apr 25,-5.62,Card ending 0299, ,CREDIT CARD PURCHASE,WANAKA LAKEVIEW HOLIDAY PWANAKA,-7101.97,Uncategorised,
23 Apr 25,-106.61,Card ending 0570, ,CREDIT CARD PURCHASE,LULU ASIAN SUPERMARKET WANAKA,-7096.35,Uncategorised,
23 Apr 25,-59.09,Card ending 0570, ,CREDIT CARD PURCHASE,THE STOAKER ROOM WANAKA,-6989.74,Uncategorised,
23 Apr 25,-39.37,Card ending 0570, ,CREDIT CARD PURCHASE,THE MUSTERERS HUT CAFE TWIZEL,-6930.65,Café & coffee,
23 Apr 25,-11.17,Card ending 0570, ,CREDIT CARD PURCHASE,WOOLWORTHS NZ/GRANT RD & QUEENSTOWN,-6891.28,Groceries,Woolworths (Queenstown)
23 Apr 25,-4.69,Card ending 0299, ,CREDIT CARD PURCHASE,2degrees Frankton Frankton,-6880.11,Phone & internet,2DEGREES FRANKTON FRANKTON
22 Apr 25,-1501.51,Card ending 0570, ,CREDIT CARD PURCHASE,JUCY RENTALS NZ AUCKLAND,-6875.42,Uncategorised,
22 Apr 25,-1391.80,Card ending 0570, ,CREDIT CARD PURCHASE,NZONE SKYDIVE QUEENSTOWN,-5373.91,Gym & fitness,NZONE SKYDIVE QUEENSTOWN
22 Apr 25,-400.19,Card ending 0570, ,CREDIT CARD PURCHASE,LIGHTHORSEADV* RJ7J6GF GLENORCHY,-3982.11,Uncategorised,
22 Apr 25,-353.91,Card ending 0570, ,CREDIT CARD PURCHASE,ROTORUA CANOPY TOURS ROTORUA,-3581.92,Travel expenses,ROTORUA CANOPY TOURS ROTORUA
22 Apr 25,-122.81,Card ending 0299, ,CREDIT CARD PURCHASE,KMART ASHBURTON,-3228.01,Uncategorised,
22 Apr 25,-108.58,Card ending 0570, ,CREDIT CARD PURCHASE,TEKAPO RESTAURANT & BAR LAKE TEKAPO,-3105.20,Restaurants & takeaway,
22 Apr 25,-84.33,Card ending 0570, ,CREDIT CARD PURCHASE,BP 2GO FAIRLIE FAIRLIE,-2996.62,Fuel,BP
22 Apr 25,-82.03,Card ending 0570, ,CREDIT CARD PURCHASE,MGL Twizel Twizel,-2912.29,Fuel,McKeown Twizel CardFuel 24/7
22 Apr 25,-74.48,Card ending 0570, ,CREDIT CARD PURCHASE,BOOKIT PAPANUI,-2830.26,Uncategorised,
22 Apr 25,-73.89,Card ending 0570, ,CREDIT CARD PURCHASE,ORANA WILDLIFE PARK CHRISTCHURCH,-2755.78,Uncategorised,
22 Apr 25,-70.15,Card ending 0570, ,CREDIT CARD PURCHASE,JETSTAR AIRWAYS WELLINGTONAIR,-2681.89,Flights,Jetstar
22 Apr 25,-65.77,Card ending 0570, ,CREDIT CARD PURCHASE,BOOKIT PAPANUI,-2611.74,Uncategorised,
22 Apr 25,-65.71,Card ending 0570, ,CREDIT CARD PURCHASE,UBER *TRIP HELP.UBER.COM Sydney,-2545.97,Taxis & ride shares,Uber
22 Apr 25,-58.21,Card ending 0570, ,CREDIT CARD PURCHASE,Caltex Wanaka Wanaka,-2480.26,Fuel,Caltex 
22 Apr 25,-52.39,Card ending 0570, ,CREDIT CARD PURCHASE,WANAKA HOLIDAY PARK WANAKA,-2422.05,Uncategorised,
22 Apr 25,-49.48,Card ending 0570, ,CREDIT CARD PURCHASE,Z Rolleston Rolleston,-2369.66,Uncategorised,
22 Apr 25,-39.90,Card ending 0299, ,CREDIT CARD PURCHASE,Belair Supermarket Ashburton,-2320.18,Uncategorised,
22 Apr 25,-37.41,Card ending 0299, ,CREDIT CARD PURCHASE,MCDONALDS ASHBURTON ASHBURTON,-2280.28,Restaurants & takeaway,McDonald's
22 Apr 25,-35.54,Card ending 0570, ,CREDIT CARD PURCHASE,ASHBURTON HOLIDAY PARK ASHBURTON,-2242.87,Government,
22 Apr 25,-27.20,Card ending 0299, ,CREDIT CARD PURCHASE,DON DON 3 PTY LTD SOUTH MELBOUR,-2207.33,Restaurants & takeaway,Don Don Japanese Food
22 Apr 25,-24.79,Card ending 0299, ,CREDIT CARD PURCHASE,MCDONALDS CHRISTCHURCH CHRISTCHURCH,-2180.13,Restaurants & takeaway,MCDONALDS CHRISTCHURCH
22 Apr 25,-23.99,Card ending 0570, ,CREDIT CARD PURCHASE,UBER* TRIP CHRISTCHURCH,-2155.34,Taxis & ride shares,Uber
22 Apr 25,-23.02,Card ending 0299, ,CREDIT CARD PURCHASE,8 Chain Omarama Omarama,-2131.35,Uncategorised,
22 Apr 25,-20.58,Card ending 0570, ,CREDIT CARD PURCHASE,AXBUSFARE GST039344939 WELLINGTON,-2108.33,Uncategorised,
22 Apr 25,-20.00,Card ending 0299, ,CREDIT CARD PURCHASE,PAYPAL *FELIXMOBILE 4029357733,-2087.75,Phone & internet,Felix Mobile
22 Apr 25,-19.18,Card ending 0570, ,CREDIT CARD PURCHASE,HAPPY STAR TWO PTY L MELBOURNE,-2067.75,Restaurants & takeaway,"China Bar (Elizabeth St, Melbourne)"
22 Apr 25,-18.71,Card ending 0570, ,CREDIT CARD PURCHASE,MCDONALDS ASHBURTON ASHBURTON,-2048.57,Restaurants & takeaway,McDonald's
22 Apr 25,-16.74,Card ending 0570, ,CREDIT CARD PURCHASE,MCDONALDS CHRISTCHURCH CHRISTCHURCH,-2029.86,Restaurants & takeaway,MCDONALDS CHRISTCHURCH
22 Apr 25,-16.38,Card ending 0570, ,CREDIT CARD PURCHASE,Bettys Wanaka Queenstown,-2013.12,Alcohol,Betty's Liquor
22 Apr 25,-15.91,Card ending 0299, ,CREDIT CARD PURCHASE,ORANA CAFE CHRISTCHURCH,-1996.74,Uncategorised,
22 Apr 25,-11.68,Card ending 0570, ,CREDIT CARD PURCHASE,TACO BELL CUBAMALL 107 WELLINGTON,-1980.83,Restaurants & takeaway,
22 Apr 25,-9.35,Card ending 0570, ,CREDIT CARD PURCHASE,WELLINGTON AIRPORT WELLINGTON,-1969.15,Services,
22 Apr 25,-9.35,Card ending 0299, ,CREDIT CARD PURCHASE,ORANA WILDLIFE PARK CHRISTCHURCH,-1959.80,Uncategorised,
22 Apr 25,-9.09,Card ending 0570, ,CREDIT CARD PURCHASE,UBER* TRIP CHRISTCHURCH,-1950.45,Taxis & ride shares,Uber
22 Apr 25,-7.95,Card ending 0570, ,CREDIT CARD PURCHASE,KFC AU Melbourne Central Melbourne Cen,-1941.36,Restaurants & takeaway,KFC (Melbourne Central Food Court)
22 Apr 25,-5.80,Card ending 0570, ,CREDIT CARD PURCHASE,BP 2GO FAIRLIE FAIRLIE,-1933.41,Groceries,BP
17 Apr 25,-28.00,Card ending 0299, ,CREDIT CARD PURCHASE,ALDI STORES - CAULFIEL CAULFIELD SOU,-1927.61,Groceries,ALDI (Caulfield South)
17 Apr 25,-21.01,Card ending 0299, ,CREDIT CARD PURCHASE,COLOURFUL YUNNAN SWANSTONMELBOURNE,-1899.61,Restaurants & takeaway,Colourful Yunnan (Carlton)
17 Apr 25,-11.99,Card ending 0299, ,CREDIT CARD PURCHASE,SUBWAY MELBOURNE 47812 MELBOURNE,-1878.60,Restaurants & takeaway,Subway (Bourke St Melbourne)
17 Apr 25,-10.69,Card ending 0299, ,CREDIT CARD PURCHASE,MR RHINO SUPERMARKET MELBOURNE,-1866.61,Groceries,Mr. Rhino Supermarket
16 Apr 25,-19.90,Card ending 0570, ,CREDIT CARD PURCHASE,Dragon Hot Pot Melbourne,-1855.92,Restaurants & takeaway,Dragon Hot Pot (Russell St - Head Office)
16 Apr 25,-11.60,Card ending 0299, ,CREDIT CARD PURCHASE,SUBWAY GLENHUNTLY GLEN HUNTLY,-1836.02,Restaurants & takeaway,Subway (Glen Huntly)
15 Apr 25,-15.64,Card ending 0570, ,CREDIT CARD PURCHASE,ZLR*Obento Melbourne Ce Melbourne,-1824.42,Restaurants & takeaway,O-Bento (Melbourne Central Shopping Centre)
14 Apr 25,-285.84,Card ending 0570, ,CREDIT CARD PURCHASE,COSTCO WHOLESALE AUSTR MOORABBIN AIR,-1808.78,Other shopping,Costco (Moorabbin Airport)
14 Apr 25,-46.43,Card ending 0299, ,CREDIT CARD PURCHASE,PORKBUN.COM PORKBUN.COM OR,-1522.94,Uncategorised,
14 Apr 25,-26.46,Card ending 0570, ,CREDIT CARD PURCHASE,HUNGRYPANDA AU MELBOURNE CBD,-1476.51,Restaurants & takeaway,HungryPanda
14 Apr 25,-20.37,Card ending 0570, ,CREDIT CARD PURCHASE,HUNGRYPANDA AU MELBOURNE CBD,-1450.05,Restaurants & takeaway,HungryPanda
14 Apr 25,-4.98,Card ending 0299, ,CREDIT CARD PURCHASE,COSTCO WHOLESALE AUSTR MOORABBIN AIR,-1429.68,Other shopping,Costco (Moorabbin Airport)
11 Apr 25,-15.99,Card ending 0570, ,CREDIT CARD PURCHASE,CWH MELBOURNE CENTRAL MELBOURNE,-1424.70,Medical,Chemist Warehouse (Melbourne Central)
10 Apr 25,-35.00,Card ending 0299, ,CREDIT CARD PURCHASE,PAYPAL *FELIXMOBILE 4029357733,-1408.71,Phone & internet,Felix Mobile
10 Apr 25,-13.95,Card ending 0570, ,CREDIT CARD PURCHASE,KFC AU Melbourne Central Melbourne Cen,-1373.71,Restaurants & takeaway,KFC (Melbourne Central Food Court)
09 Apr 25,-117.01,Card ending 0299, ,CREDIT CARD PURCHASE,THE FOODIE SUPPLY SUPER HUGHESDALE,-1359.76,Groceries,The Foodie Supply
